RTG3	YBL103C
SFT2	YBL102W
ECM21	YBL101C
YBL100W-C	YBL100W-C
ATP1	YBL099W
BNA4	YBL098W
BRN1	YBL097W
YBL095W	YBL095W
ROX3	YBL093C
RPL32	YBL092W
SCS22	YBL091C-A
MAP2	YBL091C
MRP21	YBL090W
AVT5	YBL089W
TEL1	YBL088C
RPL23A	YBL087C
YBL086C	YBL086C
BOI1	YBL085W
CDC27	YBL084C
ALG3	YBL082C
YBL081W	YBL081W
PET112	YBL080C
NUP170	YBL079W
ATG8	YBL078C
ILS1	YBL076C
SSA3	YBL075C
AAR2	YBL074C
RPS8A	YBL072C
YBL071C-B	YBL071C-B
KTI11	YBL071W-A
AST1	YBL069W
PRS4	YBL068W
UBP13	YBL067C
SEF1	YBL066C
PRX1	YBL064C
KIP1	YBL063W
SKT5	YBL061C
YEL1	YBL060W
CMC2	YBL059C-A
YBL059W	YBL059W
SHP1	YBL058W
PTH2	YBL057C
PTC3	YBL056W
YBL055C	YBL055C
TOD6	YBL054W
SAS3	YBL052C
PIN4	YBL051C
SEC17	YBL050W
MOH1	YBL049W
EDE1	YBL047C
PSY4	YBL046W
COR1	YBL045C
YBL044W	YBL044W
ECM13	YBL043W
FUI1	YBL042C
PRE7	YBL041W
ERD2	YBL040C
YBL039W-B	YBL039W-B
URA7	YBL039C
MRPL16	YBL038W
APL3	YBL037W
YBL036C	YBL036C
POL12	YBL035C
STU1	YBL034C
RIB1	YBL033C
HEK2	YBL032W
SHE1	YBL031W
PET9	YBL030C
YBL029C-A	YBL029C-A
YBL029W	YBL029W
YBL028C	YBL028C
RPL19B	YBL027W
LSM2	YBL026W
RRN10	YBL025W
NCL1	YBL024W
MCM2	YBL023C
PIM1	YBL022C
HAP3	YBL021C
RFT1	YBL020W
APN2	YBL019W
POP8	YBL018C
PEP1	YBL017C
FUS3	YBL016W
ACH1	YBL015W
RRN6	YBL014C
FMT1	YBL013W
SCT1	YBL011W
YBL010C	YBL010C
ALK2	YBL009W
YBL008W-A	YBL008W-A
HIR1	YBL008W
SLA1	YBL007C
LDB7	YBL006C
PDR3	YBL005W
UTP20	YBL004W
HTA2	YBL003C
HTB2	YBL002W
ECM15	YBL001C
NTH2	YBR001C
RER2	YBR002C
COQ1	YBR003W
GPI18	YBR004C
RCR1	YBR005W
UGA2	YBR006W
DSF2	YBR007C
FLR1	YBR008C
HHF1	YBR009C
HHT1	YBR010W
IPP1	YBR011C
YBR013C	YBR013C
GRX7	YBR014C
MNN2	YBR015C
YBR016W	YBR016W
KAP104	YBR017C
GAL7	YBR018C
GAL10	YBR019C
GAL1	YBR020W
FUR4	YBR021W
POA1	YBR022W
CHS3	YBR023C
SCO2	YBR024W
OLA1	YBR025C
ETR1	YBR026C
YBR028C	YBR028C
CDS1	YBR029C
RKM3	YBR030W
RPL4A	YBR031W
EDS1	YBR033W
HMT1	YBR034C
PDX3	YBR035C
CSG2	YBR036C
SCO1	YBR037C
CHS2	YBR038W
ATP3	YBR039W
FIG1	YBR040W
FAT1	YBR041W
CST26	YBR042C
QDR3	YBR043C
TCM62	YBR044C
GIP1	YBR045C
ZTA1	YBR046C
FMP23	YBR047W
RPS11B	YBR048W
REB1	YBR049C
REG2	YBR050C
RFS1	YBR052C
YBR053C	YBR053C
YRO2	YBR054W
PRP6	YBR055C
YBR056W	YBR056W
MUM2	YBR057C
UBP14	YBR058C
TSC3	YBR058C-A
AKL1	YBR059C
ORC2	YBR060C
TRM7	YBR061C
YBR062C	YBR062C
YBR063C	YBR063C
ECM2	YBR065C
NRG2	YBR066C
TIP1	YBR067C
BAP2	YBR068C
TAT1	YBR069C
ALG14	YBR070C
YBR071W	YBR071W
HSP26	YBR072W
YBR072C-A	YBR072C-A
RDH54	YBR073W
YBR074W	YBR074W
ECM8	YBR076W
SLM4	YBR077C
ECM33	YBR078W
RPG1	YBR079C
SEC18	YBR080C
SPT7	YBR081C
UBC4	YBR082C
TEC1	YBR083W
MIS1	YBR084W
RPL19A	YBR084C-A
AAC3	YBR085W
YBR085C-A	YBR085C-A
IST2	YBR086C
RFC5	YBR087W
POL30	YBR088C
NHP6B	YBR089C-A
YBR090C	YBR090C
TIM12	YBR091C
PHO3	YBR092C
PHO5	YBR093C
PBY1	YBR094W
RXT2	YBR095C
YBR096W	YBR096W
VPS15	YBR097W
MMS4	YBR098W
FES1	YBR101C
EXO84	YBR102C
SIF2	YBR103W
YMC2	YBR104W
VID24	YBR105C
PHO88	YBR106W
IML3	YBR107C
AIM3	YBR108W
CMD1	YBR109C
ALG1	YBR110W
YSA1	YBR111C
SUS1	YBR111W-A
CYC8	YBR112C
RAD16	YBR114W
LYS2	YBR115C
TKL2	YBR117C
TEF2	YBR118W
MUD1	YBR119W
CBP6	YBR120C
GRS1	YBR121C
MRPL36	YBR122C
TFC1	YBR123C
PTC4	YBR125C
TPS1	YBR126C
VMA2	YBR127C
ATG14	YBR128C
OPY1	YBR129C
SHE3	YBR130C
CCZ1	YBR131W
AGP2	YBR132C
HSL7	YBR133C
CKS1	YBR135W
MEC1	YBR136W
YBR137W	YBR137W
YBR138C	YBR138C
YBR139W	YBR139W
IRA1	YBR140C
YBR141C	YBR141C
MAK5	YBR142W
SUP45	YBR143C
ADH5	YBR145W
MRPS9	YBR146W
RTC2	YBR147W
YSW1	YBR148W
ARA1	YBR149W
TBS1	YBR150C
APD1	YBR151W
SPP381	YBR152W
RIB7	YBR153W
RPB5	YBR154C
CNS1	YBR155W
SLI15	YBR156C
ICS2	YBR157C
AMN1	YBR158W
IFA38	YBR159W
CDC28	YBR160W
CSH1	YBR161W
TOS1	YBR162C
YSY6	YBR162W-A
EXO5	YBR163W
ARL1	YBR164C
UBS1	YBR165W
TYR1	YBR166C
POP7	YBR167C
PEX32	YBR168W
SSE2	YBR169C
NPL4	YBR170C
SEC66	YBR171W
SMY2	YBR172C
UMP1	YBR173C
SWD3	YBR175W
ECM31	YBR176W
EHT1	YBR177C
FZO1	YBR179C
DTR1	YBR180W
RPS6B	YBR181C
SMP1	YBR182C
YBR182C-A	YBR182C-A
YPC1	YBR183W
YBR184W	YBR184W
MBA1	YBR185C
PCH2	YBR186W
GDT1	YBR187W
NTC20	YBR188C
RPS9B	YBR189W
RPL21A	YBR191W
RIM2	YBR192W
MED8	YBR193C
AIM4	YBR194W
MSI1	YBR195C
PGI1	YBR196C
YBR196C-A	YBR196C-A
YBR196C-B	YBR196C-B
YBR197C	YBR197C
TAF5	YBR198C
KTR4	YBR199W
BEM1	YBR200W
YBR200W-A	YBR200W-A
DER1	YBR201W
YBR201C-A	YBR201C-A
MCM7	YBR202W
COS111	YBR203W
YBR204C	YBR204C
KTR3	YBR205W
FTH1	YBR207W
DUR1%2C2	YBR208C
ERV15	YBR210W
AME1	YBR211C
NGR1	YBR212W
MET8	YBR213W
SDS24	YBR214W
HPC2	YBR215W
YBP1	YBR216C
ATG12	YBR217W
PYC2	YBR218C
YBR219C	YBR219C
YBR220C	YBR220C
PDB1	YBR221C
YBR221W-A	YBR221W-A
PCS60	YBR222C
TDP1	YBR223C
YBR225W	YBR225W
MCX1	YBR227C
SLX1	YBR228W
ROT2	YBR229C
OM14	YBR230C
YBR230W-A	YBR230W-A
SWC5	YBR231C
PBP2	YBR233W
DAD3	YBR233W-A
ARC40	YBR234C
YBR235W	YBR235W
ABD1	YBR236C
PRP5	YBR237W
YBR238C	YBR238C
ERT1	YBR239C
THI2	YBR240C
YBR241C	YBR241C
YBR242W	YBR242W
ALG7	YBR243C
GPX2	YBR244W
ISW1	YBR245C
RRT2	YBR246W
ENP1	YBR247C
HIS7	YBR248C
ARO4	YBR249C
SPO23	YBR250W
MRPS5	YBR251W
DUT1	YBR252W
SRB6	YBR253W
TRS20	YBR254C
MTC4	YBR255W
YBR255C-A	YBR255C-A
RIB5	YBR256C
POP4	YBR257W
SHG1	YBR258C
YBR259W	YBR259W
RGD1	YBR260C
TAE1	YBR261C
AIM5	YBR262C
SHM1	YBR263W
YPT10	YBR264C
TSC10	YBR265W
REI1	YBR267W
MRPL37	YBR268W
FMP21	YBR269C
BIT2	YBR270C
YBR271W	YBR271W
HSM3	YBR272C
UBX7	YBR273C
CHK1	YBR274W
RIF1	YBR275C
PPS1	YBR276C
DPB3	YBR278W
PAF1	YBR279W
SAF1	YBR280C
DUG2	YBR281C
MRPL27	YBR282W
SSH1	YBR283C
YBR284W	YBR284W
YBR285W	YBR285W
APE3	YBR286W
YBR287W	YBR287W
APM3	YBR288C
SNF5	YBR289W
BSD2	YBR290W
CTP1	YBR291C
VBA2	YBR293W
SUL1	YBR294W
PCA1	YBR295W
PHO89	YBR296C
YBR296C-A	YBR296C-A
MAL33	YBR297W
MAL31	YBR298C
YBR298C-A	YBR298C-A
MAL32	YBR299W
PAU24	YBR301W
COS2	YBR302C
YCL073C	YCL073C
VBA3	YCL069W
YCL068C	YCL068C
HMLALPHA2	YCL067C
HMLALPHA1	YCL066W
CHA1	YCL064C
VAC17	YCL063W
MRC1	YCL061C
KRR1	YCL059C
FYV5	YCL058C
ADF1	YCL058W-A
YCL057C-A	YCL057C-A
PRD1	YCL057W
YCL056C	YCL056C
KAR4	YCL055W
SPB1	YCL054W
PBN1	YCL052C
LRE1	YCL051W
APA1	YCL050C
YCL049C	YCL049C
YCL048W-A	YCL048W-A
SPS22	YCL048W
YCL047C	YCL047C
EMC1	YCL045C
MGR1	YCL044C
PDI1	YCL043C
YCL042W	YCL042W
GLK1	YCL040W
GID7	YCL039W
ATG22	YCL038C
SRO9	YCL037C
GFD2	YCL036W
GRX1	YCL035C
LSB5	YCL034W
MXR2	YCL033C
STE50	YCL032W
RRP7	YCL031C
HIS4	YCL030C
BIK1	YCL029C
RNQ1	YCL028W
FUS1	YCL027W
HBN1	YCL026C-B
FRM2	YCL026C-A
AGP1	YCL025C
KCC4	YCL024W
YCL021W-A	YCL021W-A
LEU2	YCL018W
NFS1	YCL017C
DCC1	YCL016C
BUD3	YCL014W
YCL012C	YCL012C
GBP2	YCL011C
SGF29	YCL010C
ILV6	YCL009C
STP22	YCL008C
VMA9	YCL005W-A
LDB16	YCL005W
PGS1	YCL004W
YCL002C	YCL002C
RER1	YCL001W
YCL001W-A	YCL001W-A
YCL001W-B	YCL001W-B
CDC10	YCR002C
MRPL32	YCR003W
YCP4	YCR004C
CIT2	YCR005C
YCR007C	YCR007C
SAT4	YCR008W
RVS161	YCR009C
ADY2	YCR010C
ADP1	YCR011C
PGK1	YCR012W
POL4	YCR014C
YCR015C	YCR015C
YCR016W	YCR016W
CWH43	YCR017C
SRD1	YCR018C
MAK32	YCR019W
PET18	YCR020C
MAK31	YCR020C-A
HTL1	YCR020W-B
HSP30	YCR021C
YCR023C	YCR023C
SLM5	YCR024C
YCR024C-B	YCR024C-B
PMP1	YCR024C-A
NPP1	YCR026C
RHB1	YCR027C
FEN2	YCR028C
RIM1	YCR028C-A
SYP1	YCR030C
RPS14A	YCR031C
BPH1	YCR032W
SNT1	YCR033W
FEN1	YCR034W
RRP43	YCR035C
RBK1	YCR036W
PHO87	YCR037C
BUD5	YCR038C
MATALPHA2	YCR039C
MATALPHA1	YCR040W
TAF2	YCR042C
YCR043C	YCR043C
PER1	YCR044C
RRT12	YCR045C
IMG1	YCR046C
BUD23	YCR047C
ARE1	YCR048W
YCR050C	YCR050C
YCR051W	YCR051W
RSC6	YCR052W
THR4	YCR053W
CTR86	YCR054C
PWP2	YCR057C
YIH1	YCR059C
TAH1	YCR060W
YCR061W	YCR061W
BUD31	YCR063W
HCM1	YCR065W
RAD18	YCR066W
SED4	YCR067C
ATG15	YCR068W
CPR4	YCR069W
IMG2	YCR071C
RSA4	YCR072C
SSK22	YCR073C
SOL2	YCR073W-A
ERS1	YCR075C
YCR075W-A	YCR075W-A
YCR076C	YCR076C
PAT1	YCR077C
PTC6	YCR079W
SRB8	YCR081W
AHC2	YCR082W
TRX3	YCR083W
TUP1	YCR084C
CSM1	YCR086W
YCR087C-A	YCR087C-A
ABP1	YCR088W
FIG2	YCR089W
YCR090C	YCR090C
KIN82	YCR091W
MSH3	YCR092C
CDC39	YCR093W
CDC50	YCR094W
OCA4	YCR095C
YCR095W-A	YCR095W-A
HMRA2	YCR096C
HMRA1	YCR097W
GIT1	YCR098C
YCR099C	YCR099C
YCR100C	YCR100C
YCR101C	YCR101C
YCR102C	YCR102C
PAU3	YCR104W
ADH7	YCR105W
RDS1	YCR106W
AAD3	YCR107W
YCR108C	YCR108C
COS7	YDL248W
MPH2	YDL247W
SOR2	YDL246C
HXT15	YDL245C
THI13	YDL244W
AAD4	YDL243C
YDL241W	YDL241W
LRG1	YDL240W
ADY3	YDL239C
GUD1	YDL238C
AIM6	YDL237W
PHO13	YDL236W
YPD1	YDL235C
GYP7	YDL234C
YDL233W	YDL233W
OST4	YDL232W
BRE4	YDL231C
PTP1	YDL230W
SSB1	YDL229W
HO	YDL227C
GCS1	YDL226C
SHS1	YDL225W
WHI4	YDL224C
HBT1	YDL223C
FMP45	YDL222C
CDC13	YDL220C
DTD1	YDL219W
YDL218W	YDL218W
TIM22	YDL217C
RRI1	YDL216C
GDH2	YDL215C
PRR2	YDL214C
NOP6	YDL213C
SHR3	YDL212W
YDL211C	YDL211C
UGA4	YDL210W
CWC2	YDL209C
NHP2	YDL208W
GLE1	YDL207W
YDL206W	YDL206W
HEM3	YDL205C
RTN2	YDL204W
ACK1	YDL203C
MRPL11	YDL202W
TRM8	YDL201W
MGT1	YDL200C
YDL199C	YDL199C
GGC1	YDL198C
ASF2	YDL197C
SEC31	YDL195W
SNF3	YDL194W
NUS1	YDL193W
ARF1	YDL192W
RPL35A	YDL191W
UFD2	YDL190C
RBS1	YDL189W
PPH22	YDL188C
YDL186W	YDL186W
VMA1	YDL185W
RPL41A	YDL184C
YDL183C	YDL183C
LYS20	YDL182W
INH1	YDL181W
YDL180W	YDL180W
PCL9	YDL179W
DLD2	YDL178W
YDL177C	YDL177C
YDL176W	YDL176W
AIR2	YDL175C
DLD1	YDL174C
PAR32	YDL173W
GLT1	YDL171C
UGA3	YDL170W
UGX2	YDL169C
SFA1	YDL168W
NRP1	YDL167C
FAP7	YDL166C
CDC36	YDL165W
CDC9	YDL164C
ENT1	YDL161W
YDL160C-A	YDL160C-A
DHH1	YDL160C
YDL159W-A	YDL159W-A
STE7	YDL159W
YDL157C	YDL157C
YDL156W	YDL156W
CLB3	YDL155W
MSH5	YDL154W
SAS10	YDL153C
RPC53	YDL150W
ATG9	YDL149W
NOP14	YDL148C
RPN5	YDL147W
LDB17	YDL146W
COP1	YDL145C
YDL144C	YDL144C
CCT4	YDL143W
CRD1	YDL142C
BPL1	YDL141W
RPO21	YDL140C
SCM3	YDL139C
RGT2	YDL138W
ARF2	YDL137W
RPL35B	YDL136W
RDI1	YDL135C
PPH21	YDL134C
RPL41B	YDL133C-A
YDL133W	YDL133W
CDC53	YDL132W
LYS21	YDL131W
STF1	YDL130W-A
RPP1B	YDL130W
YDL129W	YDL129W
VCX1	YDL128W
PCL2	YDL127W
CDC48	YDL126C
HNT1	YDL125C
YDL124W	YDL124W
SNA4	YDL123W
UBP1	YDL122W
YDL121C	YDL121C
YFH1	YDL120W
YDL119C	YDL119C
YDL118W	YDL118W
CYK3	YDL117W
NUP84	YDL116W
IWR1	YDL115C
YDL114W	YDL114W
ATG20	YDL113C
TRM3	YDL112W
RRP42	YDL111C
TMA17	YDL110C
YDL109C	YDL109C
KIN28	YDL108W
MSS2	YDL107W
PHO2	YDL106C
NSE4	YDL105W
QRI7	YDL104C
QRI1	YDL103C
POL3	YDL102W
DUN1	YDL101C
GET3	YDL100C
BUG1	YDL099W
SNU23	YDL098C
RPN6	YDL097C
PMT1	YDL095W
PMT5	YDL093W
SRP14	YDL092W
UBX3	YDL091C
RAM1	YDL090C
NUR1	YDL089W
ASM4	YDL088C
LUC7	YDL087C
YDL086W	YDL086W
YDL085C-A	YDL085C-A
NDE2	YDL085W
SUB2	YDL084W
RPS16B	YDL083C
RPL13A	YDL082W
RPP1A	YDL081C
THI3	YDL080C
MRK1	YDL079C
MDH3	YDL078C
VAM6	YDL077C
RXT3	YDL076C
RPL31A	YDL075W
BRE1	YDL074C
YDL073W	YDL073W
YET3	YDL072C
BDF2	YDL070W
CBS1	YDL069C
COX9	YDL067C
IDP1	YDL066W
PEX19	YDL065C
UBC9	YDL064W
YDL063C	YDL063C
RPS29B	YDL061C
TSR1	YDL060W
RAD59	YDL059C
USO1	YDL058W
YDL057W	YDL057W
MBP1	YDL056W
PSA1	YDL055C
MCH1	YDL054C
PBP4	YDL053C
SLC1	YDL052C
LHP1	YDL051W
KNH1	YDL049C
STP4	YDL048C
SIT4	YDL047W
NPC2	YDL046W
MRP10	YDL045W-A
FAD1	YDL045C
MTF2	YDL044C
PRP11	YDL043C
SIR2	YDL042C
NAT1	YDL040C
PRM7	YDL039C
BSC1	YDL037C
PUS9	YDL036C
GPR1	YDL035C
SLM3	YDL033C
DBP10	YDL031W
PRP9	YDL030W
ARP2	YDL029W
MPS1	YDL028C
YDL027C	YDL027C
RTK1	YDL025C
DIA3	YDL024C
GPD1	YDL022W
GPM2	YDL021W
RPN4	YDL020C
OSH2	YDL019C
ERP3	YDL018C
CDC7	YDL017W
TSC13	YDL015C
NOP1	YDL014W
SLX5	YDL013W
YDL012C	YDL012C
GRX6	YDL010W
APC11	YDL008W
YDL007C-A	YDL007C-A
RPT2	YDL007W
PTC1	YDL006W
MED2	YDL005C
ATP16	YDL004W
MCD1	YDL003W
NHP10	YDL002C
RMD1	YDL001W
NTH1	YDR001C
YRB1	YDR002W
RCR2	YDR003W
YDR003W-A	YDR003W-A
RAD57	YDR004W
MAF1	YDR005C
SOK1	YDR006C
TRP1	YDR007W
GAL3	YDR009W
SNQ2	YDR011W
RPL4B	YDR012W
PSF1	YDR013W
RAD61	YDR014W
HED1	YDR014W-A
DAD1	YDR016C
KCS1	YDR017C
YDR018C	YDR018C
GCV1	YDR019C
DAS2	YDR020C
FAL1	YDR021W
CIS1	YDR022C
SES1	YDR023W
RPS11A	YDR025W
YDR026C	YDR026C
VPS54	YDR027C
REG1	YDR028C
RAD28	YDR030C
MIC14	YDR031W
PST2	YDR032C
MRH1	YDR033W
LYS14	YDR034C
YDR034C-A	YDR034C-A
YDR034W-B	YDR034W-B
ARO3	YDR035W
EHD3	YDR036C
KRS1	YDR037W
ENA5	YDR038C
ENA2	YDR039C
ENA1	YDR040C
RSM10	YDR041W
YDR042C	YDR042C
NRG1	YDR043C
HEM13	YDR044W
RPC11	YDR045C
BAP3	YDR046C
HEM12	YDR047W
VMS1	YDR049W
TPI1	YDR050C
DET1	YDR051C
DBF4	YDR052C
CDC34	YDR054C
PST1	YDR055W
YDR056C	YDR056C
YOS9	YDR057W
TGL2	YDR058C
UBC5	YDR059C
MAK21	YDR060W
YDR061W	YDR061W
LCB2	YDR062W
AIM7	YDR063W
RPS13	YDR064W
RRG1	YDR065W
RTR2	YDR066C
OCA6	YDR067C
DOS2	YDR068W
DOA4	YDR069C
FMP16	YDR070C
PAA1	YDR071C
IPT1	YDR072C
SNF11	YDR073W
TPS2	YDR074W
PPH3	YDR075W
RAD55	YDR076W
SED1	YDR077W
SHU2	YDR078C
PET100	YDR079W
TFB5	YDR079C-A
VPS41	YDR080W
PDC2	YDR081C
STN1	YDR082W
RRP8	YDR083W
TVP23	YDR084C
AFR1	YDR085C
SSS1	YDR086C
RRP1	YDR087C
SLU7	YDR088C
YDR089W	YDR089W
YDR090C	YDR090C
RLI1	YDR091C
UBC13	YDR092W
DNF2	YDR093W
GIS1	YDR096W
MSH6	YDR097C
GRX3	YDR098C
BMH2	YDR099W
TVP15	YDR100W
ARX1	YDR101C
STE5	YDR103W
SPO71	YDR104C
TMS1	YDR105C
ARP10	YDR106W
TMN2	YDR107C
TRS85	YDR108W
YDR109C	YDR109C
FOB1	YDR110W
ALT2	YDR111C
PDS1	YDR113C
YDR114C	YDR114C
YDR115W	YDR115W
MRPL1	YDR116C
TMA64	YDR117C
APC4	YDR118W
VBA4	YDR119W
YDR119W-A	YDR119W-A
TRM1	YDR120C
DPB4	YDR121W
KIN1	YDR122W
INO2	YDR123C
YDR124W	YDR124W
ECM18	YDR125C
SWF1	YDR126W
ARO1	YDR127W
MTC5	YDR128W
SAC6	YDR129C
FIN1	YDR130C
YDR131C	YDR131C
YDR132C	YDR132C
YCF1	YDR135C
RGP1	YDR137W
HPR1	YDR138W
RUB1	YDR139C
MTQ2	YDR140W
DOP1	YDR141C
PEX7	YDR142C
SAN1	YDR143C
MKC7	YDR144C
TAF12	YDR145W
SWI5	YDR146C
EKI1	YDR147W
KGD2	YDR148C
NUM1	YDR150W
CTH1	YDR151C
GIR2	YDR152W
ENT5	YDR153C
CPR1	YDR155C
RPA14	YDR156W
HOM2	YDR158W
SAC3	YDR159W
SSY1	YDR160W
YDR161W	YDR161W
NBP2	YDR162C
CWC15	YDR163W
SEC1	YDR164C
TRM82	YDR165W
SEC5	YDR166C
TAF10	YDR167W
CDC37	YDR168W
STB3	YDR169C
YDR169C-A	YDR169C-A
SEC7	YDR170C
HSP42	YDR171W
SUP35	YDR172W
ARG82	YDR173C
HMO1	YDR174W
RSM24	YDR175C
NGG1	YDR176W
UBC1	YDR177W
SDH4	YDR178W
CSN9	YDR179C
YDR179W-A	YDR179W-A
SCC2	YDR180W
SAS4	YDR181C
CDC1	YDR182W
YDR182W-A	YDR182W-A
PLP1	YDR183W
ATC1	YDR184C
UPS3	YDR185C
YDR186C	YDR186C
CCT6	YDR188W
SLY1	YDR189W
RVB1	YDR190C
HST4	YDR191W
NUP42	YDR192C
MSS116	YDR194C
YDR194W-A	YDR194W-A
REF2	YDR195W
CAB5	YDR196C
CBS2	YDR197W
RKM2	YDR198C
VPS64	YDR200C
SPC19	YDR201W
RAV2	YDR202C
COQ4	YDR204W
MSC2	YDR205W
EBS1	YDR206W
UME6	YDR207C
MSS4	YDR208W
YDR210W	YDR210W
GCD6	YDR211W
TCP1	YDR212W
UPC2	YDR213W
AHA1	YDR214W
ADR1	YDR216W
RAD9	YDR217C
SPR28	YDR218C
MFB1	YDR219C
GTB1	YDR221W
YDR222W	YDR222W
CRF1	YDR223W
HTB1	YDR224C
HTA1	YDR225W
ADK1	YDR226W
SIR4	YDR227W
PCF11	YDR228C
IVY1	YDR229W
COX20	YDR231C
HEM1	YDR232W
RTN1	YDR233C
LYS4	YDR234W
PRP42	YDR235W
FMN1	YDR236C
MRPL7	YDR237W
SEC26	YDR238C
YDR239C	YDR239C
SNU56	YDR240C
AMD2	YDR242W
PRP28	YDR243C
PEX5	YDR244W
MNN10	YDR245W
TRS23	YDR246W
YDR246W-A	YDR246W-A
VHS1	YDR247W
YDR248C	YDR248C
YDR249C	YDR249C
PAM1	YDR251W
BTT1	YDR252W
MET32	YDR253C
CHL4	YDR254W
RMD5	YDR255C
CTA1	YDR256C
RKM4	YDR257C
HSP78	YDR258C
YAP6	YDR259C
SWM1	YDR260C
EXG2	YDR261C
YDR262W	YDR262W
DIN7	YDR263C
AKR1	YDR264C
PEX10	YDR265W
YDR266C	YDR266C
CIA1	YDR267C
MSW1	YDR268W
CCC2	YDR270W
GLO2	YDR272W
DON1	YDR273W
BSC2	YDR275W
PMP3	YDR276C
MTH1	YDR277C
RNH202	YDR279W
RRP45	YDR280W
PHM6	YDR281C
YDR282C	YDR282C
GCN2	YDR283C
DPP1	YDR284C
ZIP1	YDR285W
YDR286C	YDR286C
INM2	YDR287W
NSE3	YDR288W
RTT103	YDR289C
HRQ1	YDR291W
SRP101	YDR292C
SSD1	YDR293C
DPL1	YDR294C
HDA2	YDR295C
MHR1	YDR296W
SUR2	YDR297W
ATP5	YDR298C
BFR2	YDR299W
PRO1	YDR300C
CFT1	YDR301W
GPI11	YDR302W
RSC3	YDR303C
CPR5	YDR304C
HNT2	YDR305C
YDR306C	YDR306C
YDR307W	YDR307W
SRB7	YDR308C
GIC2	YDR309C
SUM1	YDR310C
TFB1	YDR311W
SSF2	YDR312W
PIB1	YDR313C
RAD34	YDR314C
IPK1	YDR315C
OMS1	YDR316W
HIM1	YDR317W
MCM21	YDR318W
YDR319C	YDR319C
SWA2	YDR320C
DAD4	YDR320C-A
ASP1	YDR321W
MRPL35	YDR322W
TIM11	YDR322C-A
PEP7	YDR323C
UTP4	YDR324C
YCG1	YDR325W
YSP2	YDR326C
SKP1	YDR328C
PEX3	YDR329C
UBX5	YDR330W
GPI8	YDR331W
IRC3	YDR332W
YDR333C	YDR333C
SWR1	YDR334W
MSN5	YDR335W
YDR336W	YDR336W
MRPS28	YDR337W
YDR338C	YDR338C
FCF1	YDR339C
YDR341C	YDR341C
HXT7	YDR342C
HXT6	YDR343C
HXT3	YDR345C
SVF1	YDR346C
MRP1	YDR347W
YDR348C	YDR348C
YPS7	YDR349C
ATP22	YDR350C
SBE2	YDR351W
YDR352W	YDR352W
TRR1	YDR353W
TRP4	YDR354W
SPC110	YDR356W
CNL1	YDR357C
GGA1	YDR358W
EAF1	YDR359C
BCP1	YDR361C
TFC6	YDR362C
ESC2	YDR363W
SEM1	YDR363W-A
CDC40	YDR364C
ESF1	YDR365C
YDR366C	YDR366C
KEI1	YDR367W
YPR1	YDR368W
XRS2	YDR369C
YDR370C	YDR370C
CTS2	YDR371W
VPS74	YDR372C
FRQ1	YDR373W
YDR374C	YDR374C
YDR374W-A	YDR374W-A
BCS1	YDR375C
ARH1	YDR376W
ATP17	YDR377W
