Gene_ID,Gene_name,Fourier_score,P_value,FDR,Cell_cycle_phase
YGL055W,OLE1,5.255536856,0.13509,0.268893129,NA
YNR018W,AIM38,5.272734311,0.13512,0.268893129,NA
YHR047C,AAP1,5.26265619,0.13536,0.269274875,NA
YOR048C,RAT1,5.246985686,0.1356,0.26965635,NA
YJL103C,GSM1,5.259192141,0.13583,0.270017674,NA
YBR242W,YBR242W,5.243723424,0.136,0.270259509,NA
YKR096W,YKR096W,5.25719129,0.13618,0.270348757,NA
YOR080W,DIA2,5.257720118,0.13619,0.270348757,NA
YPL052W,OAZ1,5.271752854,0.13616,0.270348757,NA
YGR146C,ECL1,5.227824678,0.13624,0.270352006,NA
YHR150W,PEX28,5.238545518,0.13647,0.270712314,NA
YJL071W,ARG2,5.260353803,0.13654,0.27075509,NA
YLR055C,SPT8,5.24892455,0.13665,0.270877128,NA
YIL010W,DOT5,5.101585726,0.13681,0.271098157,NA
YHR168W,MTG2,5.232019944,0.13709,0.271556733,NA
YBR094W,PBY1,5.238284497,0.13743,0.272037429,NA
YML083C,YML083C,5.240255928,0.13739,0.272037429,NA
YDL020C,RPN4,5.213189008,0.13768,0.272435823,NA
YOL015W,IRC10,5.233806262,0.1378,0.272576787,NA
YPL101W,ELP4,5.179702849,0.13786,0.27259901,NA
YBR250W,SPO23,5.173704155,0.13804,0.272858416,NA
YIR036C,IRC24,5.243746258,0.13832,0.273315235,NA
YML103C,NUP188,5.23395435,0.13841,0.273396431,NA
YIL115C,NUP159,5.232275014,0.13857,0.273615789,NA
YML098W,TAF13,5.244097592,0.13886,0.274091596,NA
YBR104W,YMC2,5.233462822,0.13904,0.274350018,NA
YKR064W,OAF3,5.225370726,0.13918,0.274432522,NA
YMR102C,YMR102C,5.223435462,0.13918,0.274432522,NA
YGL010W,YGL010W,5.227085348,0.13934,0.274651128,NA
YKL018C-A,YKL018C-A,5.125753294,0.13944,0.274751357,NA
YNR011C,PRP2,5.209335211,0.13952,0.274812121,NA
YLR102C,APC9,5.220947208,0.13983,0.275325713,NA
YMR315W,YMR315W,5.101248879,0.13992,0.275405915,NA
YGL184C,STR3,4.915020597,0.14013,0.275722175,NA
YDR142C,PEX7,5.042856828,0.14035,0.276057882,NA
YML070W,DAK1,5.138678285,0.14054,0.276334365,NA
YNL104C,LEU4,5.216045491,0.14081,0.276767897,NA
YER062C,HOR2,5.026700436,0.14098,0.27700464,NA
YPR192W,AQY1,5.204720427,0.14103,0.277005517,NA
YDL124W,YDL124W,4.866579915,0.14108,0.277006393,NA
YGL196W,DSD1,5.168117597,0.14169,0.277950491,NA
YKL119C,VPH2,5.207504253,0.14168,0.277950491,NA
YOR151C,RPB2,5.238405736,0.14171,0.277950491,NA
YBR002C,RER2,5.139564247,0.14201,0.278441214,NA
YBR062C,YBR062C,5.15269509,0.14213,0.278520329,NA
YLR006C,SSK1,5.229558531,0.14215,0.278520329,NA
YLR450W,HMG2,5.220818881,0.14225,0.278521016,NA
YPL177C,CUP9,5.225137183,0.14223,0.278521016,NA
YPL199C,YPL199C,5.198581095,0.1423,0.278521359,NA
YBR229C,ROT2,5.181115487,0.14319,0.280067215,NA
YHR079C-A,SAE3,5.214221043,0.14318,0.280067215,NA
YHR030C,SLT2,5.214524425,0.14328,0.280145226,NA
YGR201C,YGR201C,5.188970481,0.14335,0.280184091,NA
YPL190C,NAB3,5.194761184,0.14341,0.28020339,NA
YDR258C,HSP78,5.163086326,0.14352,0.280222424,NA
YDR388W,RVS167,5.045664999,0.14348,0.280222424,NA
YKL091C,YKL091C,4.813342908,0.14361,0.280300244,NA
YOL032W,OPI10,5.189965271,0.1438,0.280573124,NA
YBR145W,ADH5,5.173720184,0.14398,0.280591112,NA
YIL067C,YIL067C,5.138419577,0.14389,0.280591112,NA
YKL222C,YKL222C,5.181445191,0.14401,0.280591112,NA
YPR165W,RHO1,5.201929954,0.14393,0.280591112,NA
YKL151C,YKL151C,4.723764948,0.14409,0.280649164,NA
YMR035W,IMP2,5.206322762,0.14452,0.281388645,NA
YJR130C,STR2,5.153924304,0.14463,0.28150477,NA
YLL063C,AYT1,5.179963429,0.14481,0.281757014,NA
YER105C,NUP157,5.177635643,0.14509,0.282203584,NA
YMR175W-A,YMR175W-A,5.008499236,0.14515,0.282222087,NA
YGL138C,YGL138C,5.182834752,0.14551,0.282823679,NA
YMR175W,SIP18,5.165780172,0.14559,0.282880813,NA
YIR002C,MPH1,5.159150682,0.14599,0.283559451,NA
YOR089C,VPS21,5.157758127,0.14617,0.283613433,NA
YOR296W,YOR296W,5.17390758,0.14617,0.283613433,NA
YBR169C,SSE2,4.836134056,0.14607,0.283613433,NA
YLR118C,YLR118C,5.122325585,0.14645,0.284058119,NA
YIL046W,MET30,5.104003148,0.14658,0.284211655,NA
YGR159C,NSR1,5.161012662,0.14708,0.284884685,NA
YKL041W,VPS24,5.13090527,0.14705,0.284884685,NA
YOR133W,EFT1,5.172352339,0.14699,0.284884685,NA
YGR074W,SMD1,5.165101305,0.14727,0.285074515,NA
YOL045W,PSK2,5.187915162,0.14728,0.285074515,NA
YOL142W,RRP40,5.152227771,0.14751,0.285420872,NA
YBL052C,SAS3,5.085125474,0.14763,0.285455448,NA
YGL003C,CDH1,5.115950026,0.14761,0.285455448,NA
YMR101C,SRT1,5.18554606,0.14774,0.285569364,NA
YBR014C,GRX7,5.161260742,0.14792,0.285719696,NA
YDL170W,UGA3,5.184403568,0.14787,0.285719696,NA
YLR425W,TUS1,5.162906348,0.14798,0.285736857,NA
YHL042W,YHL042W,5.176059275,0.14806,0.28579261,NA
YOR197W,MCA1,5.128795993,0.14861,0.28675523,NA
YGR276C,RNH70,5.163859311,0.14875,0.286926329,NA
YGL131C,SNT2,5.121143984,0.14898,0.287226956,NA
YJL162C,JJJ2,5.154976631,0.14906,0.287226956,NA
YJL065C,DLS1,5.112705253,0.14906,0.287226956,NA
YDR169C-A,YDR169C-A,5.146319222,0.14929,0.28757102,NA
YEL006W,YEA6,5.123871491,0.14944,0.287760799,NA
YDL072C,YET3,5.106914023,0.14984,0.288332392,NA
YOR166C,SWT1,5.153125485,0.14984,0.288332392,NA
YBR077C,SLM4,5.13308839,0.15,0.288441692,NA
YPR008W,HAA1,5.144783519,0.14995,0.288441692,NA
YPL271W,ATP15,5.070457822,0.15026,0.288842297,NA
YER007W,PAC2,5.142322027,0.15033,0.288877518,NA
YGL231C,EMC4,5.151617676,0.15047,0.28890625,NA
YGR168C,YGR168C,5.132470317,0.1505,0.28890625,NA
YGL193C,YGL193C,5.137784012,0.15043,0.28890625,NA
YER039C,HVG1,5.136566168,0.15101,0.289785754,NA
YDR298C,ATP5,5.073509634,0.15124,0.290123877,NA
YPL254W,HFI1,5.127899093,0.15129,0.290123877,NA
YIL044C,AGE2,5.138967755,0.15149,0.290308228,NA
YMR255W,GFD1,5.102748018,0.15146,0.290308228,NA
YDR204W,COQ4,5.140396152,0.15158,0.290381151,NA
YIL119C,RPI1,5.129242754,0.15188,0.290856184,NA
YNL117W,MLS1,5.113973321,0.15202,0.291024589,NA
YPL180W,TCO89,5.106698456,0.15215,0.291173742,NA
YML055W,SPC2,5.130302942,0.1523,0.291261375,NA
YNL142W,MEP2,4.981643597,0.15226,0.291261375,NA
YHR013C,ARD1,5.116502086,0.15242,0.291387111,NA
YHR171W,ATG7,5.090594127,0.15247,0.291387111,NA
YML036W,CGI121,5.115660662,0.15267,0.291669617,NA
YOR213C,SAS5,5.137811901,0.15274,0.291703656,NA
YER043C,SAH1,5.065963285,0.15292,0.291947678,NA
YNL023C,FAP1,5.102612377,0.15307,0.292134278,NA
YBL036C,YBL036C,5.032531182,0.15323,0.292335449,NA
YOR232W,MGE1,5.115463856,0.15328,0.292335449,NA
YLR178C,TFS1,4.750549961,0.15336,0.292383873,NA
YPL038W,MET31,5.102789374,0.15341,0.292383873,NA
YER054C,GIP2,4.809820429,0.15369,0.292817689,NA
YPL171C,OYE3,4.636140171,0.15402,0.29334644,NA
YFL009W,CDC4,5.084149415,0.15421,0.293608277,NA
YDR286C,YDR286C,5.102380631,0.15431,0.293698638,NA
YKL183C-A,YKL183C-A,5.118311072,0.15464,0.294226549,NA
YNR060W,FRE4,5.116980332,0.15471,0.294259578,NA
YHR069C,RRP4,5.096779126,0.15485,0.29442568,NA
YCL049C,YCL049C,5.114947427,0.15499,0.294529538,NA
YCR002C,CDC10,5.09242274,0.15501,0.294529538,NA
YLL043W,FPS1,4.872859252,0.1552,0.29479035,NA
YMR125W,STO1,5.092231513,0.15526,0.294804144,NA
YNR047W,FPK1,5.103439553,0.15543,0.295026723,NA
YNL222W,SSU72,5.092803453,0.15559,0.295129997,NA
YOR035C,SHE4,5.098808626,0.15559,0.295129997,NA
YHL013C,OTU2,5.090250762,0.15591,0.295368631,NA
YHR025W,THR1,4.93586117,0.15598,0.295368631,NA
YML072C,TCB3,5.118723073,0.15586,0.295368631,NA
YPR070W,MED1,5.070481469,0.15579,0.295368631,NA
YBR196C-A,YBR196C-A,5.084342805,0.15598,0.295368631,NA
YHR004C,NEM1,5.075163408,0.15608,0.295457907,NA
YDR349C,YPS7,5.111300854,0.15615,0.295490352,NA
YER083C,GET2,5.082765469,0.15621,0.295503858,NA
YBL047C,EDE1,5.019114891,0.15633,0.295587555,NA
YPL018W,CTF19,5.046710906,0.15636,0.295587555,NA
YPL175W,SPT14,5.095047901,0.15643,0.295619912,NA
YIL117C,PRM5,5.107724876,0.1565,0.295652247,NA
YEL073C,YEL073C,5.041843919,0.15671,0.295948953,NA
YLR315W,NKP2,5.07632339,0.15687,0.296151064,NA
YAL027W,SAW1,5.088314798,0.15754,0.29731553,NA
YLL053C,YLL053C,5.048186625,0.15764,0.297403847,NA
YLR073C,RFU1,5.062590054,0.15817,0.29830307,NA
YCL025C,AGP1,5.048950737,0.15882,0.299313612,NA
YFR012W,YFR012W,4.93469207,0.15892,0.299313612,NA
YMR130W,YMR130W,5.057739325,0.15878,0.299313612,NA
YOR093C,YOR093C,4.950068417,0.15892,0.299313612,NA
YJR019C,TES1,5.06431887,0.15927,0.299871775,NA
YJR111C,YJR111C,5.070469497,0.15987,0.30071642,NA
YOR138C,RUP1,5.07270996,0.15988,0.30071642,NA
YOR208W,PTP2,5.081559627,0.15987,0.30071642,NA
YHR028C,DAP2,4.991623258,0.16007,0.300770185,NA
YML066C,SMA2,5.029705687,0.16007,0.300770185,NA
YNL097C-B,YNL097C-B,5.031661324,0.16006,0.300770185,NA
YBL013W,FMT1,5.012181151,0.16027,0.301044792,NA
YNL236W,SIN4,5.04978959,0.16043,0.301244105,NA
YDR424C,DYN2,4.9778228,0.16069,0.301428557,NA
YIL111W,COX5B,5.020374336,0.16063,0.301428557,NA
YNL079C,TPM1,4.996020198,0.16066,0.301428557,NA
YLR350W,ORM2,5.003856931,0.16078,0.301496209,NA
YML101C,CUE4,5.059693073,0.16094,0.301695037,NA
YJL034W,KAR2,5.055458057,0.16111,0.301912471,NA
YIL087C,AIM19,5.060251526,0.16121,0.301998626,NA
YKL012W,PRP40,5.058443477,0.16132,0.302103451,NA
YHR064C,SSZ1,5.050557183,0.16147,0.302283088,NA
YGR185C,TYS1,5.045929496,0.16167,0.302556177,NA
YPR183W,DPM1,5.047659491,0.162,0.303072289,NA
YLR306W,UBC12,5.037674122,0.16228,0.303494547,NA
YGL128C,CWC23,5.004795301,0.1624,0.303617391,NA
YGR080W,TWF1,5.051250212,0.16266,0.303798664,NA
YLR070C,XYL2,4.949237754,0.16266,0.303798664,NA
YLR218C,COA4,5.029878794,0.16261,0.303798664,NA
YLR003C,CMS1,5.033338634,0.16304,0.30440668,NA
YOL039W,RPP2A,5.040685165,0.1631,0.304417028,NA
YPR199C,ARR1,5.034164159,0.16325,0.304595294,NA
YBR035C,PDX3,5.043963286,0.16369,0.305314348,NA
YPL212C,PUS1,5.041860966,0.16387,0.305520807,NA
YLR364W,GRX8,5.052083356,0.16391,0.305520807,NA
YJL200C,ACO2,5.037875444,0.16404,0.3056612,NA
YOR044W,IRC23,5.035289561,0.16412,0.305708364,NA
YDL059C,RAD59,4.987466657,0.16421,0.305774117,NA
YNL157W,IGO1,5.03161696,0.16432,0.305877056,NA
YOL067C,RTG1,4.836553164,0.16458,0.306259055,NA
YCR024C,SLM5,5.032071216,0.16477,0.306510582,NA
YDR176W,NGG1,5.0141752,0.16573,0.307756327,NA
YDR446W,ECM11,5.032465781,0.16573,0.307756327,NA
YGR149W,YGR149W,5.019706455,0.16565,0.307756327,NA
YLR290C,YLR290C,5.002582034,0.16577,0.307756327,NA
YOR040W,GLO4,4.992151827,0.16569,0.307756327,NA
YPL041C,YPL041C,5.060670559,0.16564,0.307756327,NA
YNL322C,KRE1,5.049553831,0.16629,0.308619223,NA
YDR527W,RBA50,4.993906215,0.16656,0.309017723,NA
YBR296C-A,YBR296C-A,4.599152464,0.16708,0.309879628,NA
YFR012W-A,YFR012W-A,5.004140485,0.1672,0.309999337,NA
YER044C-A,MEI4,5.013810451,0.16726,0.310007759,NA
YNL045W,LAP2,4.877839273,0.16754,0.310423798,NA
YHR037W,PUT2,4.764301353,0.16778,0.310718085,NA
YJL167W,ERG20,4.98916408,0.16781,0.310718085,NA
YLR075W,RPL10,5.015810564,0.16809,0.311133477,NA
YAL067C,SEO1,4.928232665,0.16828,0.311382059,NA
YOR150W,MRPL23,4.942642837,0.16856,0.311796956,NA
YLR179C,YLR179C,4.987154931,0.16872,0.311989679,NA
YER116C,SLX8,5.00273799,0.1689,0.312219246,NA
YER012W,PRE1,4.984318006,0.16902,0.31225304,NA
YIR037W,HYR1,4.981877564,0.16903,0.31225304,NA
YCL035C,GRX1,4.925633977,0.16915,0.312305251,NA
YJL084C,ALY2,4.987545976,0.16917,0.312305251,NA
YDR145W,TAF12,4.992788128,0.16934,0.31251588,NA
YOR293C-A,YOR293C-A,4.980769859,0.16953,0.312660079,NA
YHR054C,YHR054C,4.983726011,0.16952,0.312660079,NA
YOL004W,SIN3,4.989617549,0.16984,0.313128496,NA
YPR088C,SRP54,4.984675595,0.17024,0.313762479,NA
YBR193C,MED8,4.972317607,0.17042,0.313990705,NA
YDR437W,GPI19,4.979095291,0.17056,0.314018894,NA
YEL067C,YEL067C,4.93467674,0.17066,0.314018894,NA
YJL191W,RPS14B,4.97920499,0.17064,0.314018894,NA
YPR198W,SGE1,4.982465548,0.17064,0.314018894,NA
YER068W,MOT2,4.945259557,0.17114,0.314694934,NA
YOR186W,YOR186W,4.980396644,0.17109,0.314694934,NA
YML037C,YML037C,4.978810677,0.17141,0.315087767,NA
YOL115W,PAP2,4.964458089,0.17196,0.315994872,NA
YNL210W,MER1,4.964775642,0.17231,0.31653398,NA
YIL077C,YIL077C,4.959474641,0.17265,0.317054369,NA
YNL187W,SWT21,4.992670764,0.17272,0.317078752,NA
YDL232W,OST4,4.94645631,0.17281,0.317139823,NA
YKL157W,APE2,4.929315936,0.17302,0.317421004,NA
YDR389W,SAC7,4.965006966,0.17321,0.317493672,NA
YJL155C,FBP26,4.961972826,0.17323,0.317493672,NA
YLR187W,SKG3,4.951444445,0.17322,0.317493672,NA
YPL098C,MGR2,4.920382387,0.17334,0.31759115,NA
YDL165W,CDC36,5.004985019,0.17354,0.317853408,NA
YMR109W,MYO5,4.95175695,0.17368,0.318005634,NA
YBL101C,ECM21,4.955326699,0.17404,0.318560445,NA
YCR046C,IMG1,4.964507338,0.17432,0.318864136,NA
YKR060W,UTP30,4.956597301,0.17431,0.318864136,NA
YFL018C,LPD1,4.970431034,0.17449,0.318969562,NA
YIL053W,RHR2,4.977603208,0.17472,0.318969562,NA
YJL111W,CCT7,4.958705261,0.17457,0.318969562,NA
YKL074C,MUD2,4.966183779,0.17467,0.318969562,NA
YPR131C,NAT3,4.918990175,0.17472,0.318969562,NA
YDR374C,YDR374C,4.946492998,0.17463,0.318969562,NA
YGL135W,RPL1B,4.953421875,0.1751,0.319558929,NA
YDR330W,UBX5,5.00948515,0.17527,0.319764785,NA
YLR019W,PSR2,4.950000971,0.17542,0.319934029,NA
YLR025W,SNF7,4.923885232,0.17556,0.320084932,NA
YLR176C,RFX1,4.92776937,0.17563,0.320108151,NA
YER029C,SMB1,4.959150713,0.17605,0.320560098,NA
YHR008C,SOD2,4.887959403,0.17604,0.320560098,NA
YHR027C,RPN1,4.939593361,0.17599,0.320560098,NA
YGR097W,ASK10,4.968692373,0.1764,0.321092804,NA
YLR248W,RCK2,4.833493147,0.17656,0.321279427,NA
YBR235W,YBR235W,4.855122896,0.17702,0.321906897,NA
YGL050W,TYW3,4.956355452,0.17701,0.321906897,NA
YOR063W,RPL3,4.943694654,0.17717,0.322074894,NA
YML075C,HMG1,4.943702539,0.17736,0.322142365,NA
YMR146C,TIF34,4.932180757,0.17733,0.322142365,NA
YDR523C,SPS1,4.940979273,0.17738,0.322142365,NA
YLR059C,REX2,4.90988857,0.17791,0.322999968,NA
YDR525W-A,SNA2,4.894894695,0.17842,0.323806329,NA
YPL223C,GRE1,4.90248203,0.17847,0.323806329,NA
YER059W,PCL6,4.90379477,0.17886,0.324408631,NA
YDR248C,YDR248C,4.914961007,0.17905,0.324542639,NA
YMR004W,MVP1,4.953398694,0.17904,0.324542639,NA
YKL181W,PRS1,4.910552346,0.17927,0.324836078,NA
YMR018W,YMR018W,4.916802849,0.17951,0.325165554,NA
YIL121W,QDR2,4.916069602,0.17981,0.325603466,NA
YFR050C,PRE4,4.922380527,0.18021,0.326010971,NA
YMR042W,ARG80,4.897421003,0.18021,0.326010971,NA
YOR369C,RPS12,4.936603858,0.18017,0.326010971,NA
YBR008C,FLR1,4.920932229,0.18027,0.326014008,NA
YIR021W-A,YIR021W-A,4.875074942,0.18091,0.327065621,NA
YBR194W,AIM4,4.911822737,0.18098,0.327086389,NA
YHR084W,STE12,4.91209669,0.18111,0.327200129,NA
YPL051W,ARL3,4.889760807,0.18116,0.327200129,NA
YDL241W,YDL241W,4.904754896,0.1815,0.327708333,NA
YOL095C,HMI1,4.921624758,0.18186,0.328252309,NA
YAL056W,GPB2,4.90800276,0.18195,0.328308748,NA
YMR197C,VTI1,4.826096179,0.1821,0.328473379,NA
YHR162W,YHR162W,4.444368297,0.18222,0.328583806,NA
YCR082W,AHC2,4.897311711,0.18264,0.329182882,NA
YPR184W,GDB1,4.822475117,0.18267,0.329182882,NA
YOR107W,RGS2,4.890851344,0.18285,0.329401063,NA
YCR095W-A,YCR095W-A,4.832367487,0.18307,0.32969114,NA
YLR412C-A,YLR412C-A,4.900303802,0.18324,0.329891014,NA
YDL126C,CDC48,4.90464942,0.18356,0.330254393,NA
YJL087C,TRL1,4.863408999,0.18352,0.330254393,NA
YBR031W,RPL4A,4.888719028,0.184,0.330780611,NA
YOL001W,PHO80,4.911820451,0.18403,0.330780611,NA
YOR172W,YRM1,4.883144926,0.18396,0.330780611,NA
YJR013W,GPI14,4.867812578,0.18436,0.331267245,NA
YLR120C,YPS1,4.9161379,0.18459,0.33157394,NA
YDR105C,TMS1,4.887134034,0.18497,0.332149791,NA
YFR031C-A,RPL2A,4.89079919,0.18506,0.332204689,NA
YJR095W,SFC1,4.902114276,0.18564,0.333138876,NA
YJR044C,VPS55,4.653685269,0.1857,0.333139602,NA
YPL086C,ELP3,4.862155656,0.18635,0.334198428,NA
YCR098C,GIT1,4.870582496,0.18655,0.334235417,NA
YJL117W,PHO86,4.863704166,0.18651,0.334235417,NA
YGL249W,ZIP2,4.845786871,0.18651,0.334235417,NA
YLR346C,YLR346C,4.890277496,0.18714,0.335185069,NA
YGR058W,PEF1,4.858872492,0.1872,0.335185138,NA
YLR044C,PDC1,4.482270432,0.18727,0.335203106,NA
YML128C,MSC1,4.685688496,0.18747,0.335328471,NA
YOR310C,NOP58,4.857259618,0.18751,0.335328471,NA
YAL015C,NTG1,4.87543643,0.18752,0.335328471,NA
YDR385W,EFT2,4.890534978,0.18769,0.335525136,NA
YLR027C,AAT2,4.835337393,0.18815,0.33613247,NA
YLR192C,HCR1,4.853050412,0.18814,0.33613247,NA
YLR195C,NMT1,4.853216608,0.1884,0.336471565,NA
YDR192C,NUP42,4.914340568,0.18869,0.336845228,NA
YGR166W,KRE11,4.858167893,0.18877,0.336845228,NA
YIL018W,RPL2B,4.865561178,0.18879,0.336845228,NA
YDL078C,MDH3,4.851812191,0.18896,0.33704097,NA
YOR143C,THI80,4.84399874,0.1895,0.337896332,NA
YMR149W,SWP1,4.845652372,0.18988,0.338358049,NA
YNL299W,TRF5,4.836921924,0.18987,0.338358049,NA
YHR193C,EGD2,4.857140453,0.18995,0.33837492,NA
YBR236C,ABD1,4.81386638,0.19012,0.338569863,NA
YGL130W,CEG1,4.835319112,0.19044,0.338851496,NA
YHR203C,RPS4B,4.872814706,0.19046,0.338851496,NA
YGR202C,PCT1,4.833819624,0.19039,0.338851496,NA
YIL149C,MLP2,4.82547244,0.19053,0.338868183,NA
YLR128W,DCN1,4.753169902,0.19071,0.339080439,NA
YGR207C,YGR207C,4.858574977,0.19093,0.339255785,NA
YLR048W,RPS0B,4.861625046,0.19093,0.339255785,NA
YJL024C,APS3,4.832530484,0.19115,0.339538767,NA
YER096W,SHC1,4.863375047,0.19139,0.339857084,NA
YML007W,YAP1,4.845023022,0.19178,0.340441473,NA
YOR036W,PEP12,4.727156148,0.19196,0.340652825,NA
YIL151C,YIL151C,4.840858471,0.19207,0.34073986,NA
YDR206W,EBS1,4.818883659,0.19252,0.341176038,NA
YML023C,NSE5,4.82507439,0.19256,0.341176038,NA
YMR201C,RAD14,4.83747712,0.19249,0.341176038,NA
YPR148C,YPR148C,4.836042759,0.19252,0.341176038,NA
YER048C,CAJ1,4.856027041,0.19268,0.341280482,NA
YIR018W,YAP5,4.824836272,0.19276,0.341314032,NA
YJL039C,NUP192,4.820831295,0.19311,0.341825491,NA
YDL178W,DLD2,4.847392017,0.19325,0.341965021,NA
YOR174W,MED4,4.863187799,0.19337,0.342069082,NA
YPR154W,PIN3,4.856674272,0.19358,0.342332237,NA
YNL294C,RIM21,4.828729411,0.1939,0.34278969,NA
YMR319C,FET4,4.788327622,0.19402,0.342802686,NA
YPL054W,LEE1,4.7621622,0.19403,0.342802686,NA
YBR182C,SMP1,4.831413102,0.19477,0.34345877,NA
YBR223C,TDP1,4.82375422,0.19461,0.34345877,NA
YKL219W,COS9,4.827144794,0.19475,0.34345877,NA
YPR042C,PUF2,4.820941799,0.19467,0.34345877,NA
YPR188C,MLC2,4.82314701,0.19449,0.34345877,NA
YGL051W,MST27,4.806153944,0.19458,0.34345877,NA
YDR492W,IZH1,4.826261203,0.1956,0.344704918,NA
YPL107W,YPL107W,4.8207428,0.19557,0.344704918,NA
YDL215C,GDH2,4.658241478,0.19591,0.34514242,NA
YIL133C,RPL16A,4.824655569,0.19624,0.345482059,NA
YKL080W,VMA5,4.797881467,0.19634,0.345482059,NA
YLL055W,YCT1,4.762427344,0.19635,0.345482059,NA
YPR007C,REC8,4.803849668,0.19633,0.345482059,NA
YBL087C,RPL23A,4.822804321,0.19698,0.346333899,NA
YDL132W,CDC53,4.794795265,0.19702,0.346333899,NA
YOL097C,WRS1,4.794639681,0.19696,0.346333899,NA
YPL206C,PGC1,4.815365898,0.19732,0.346752216,NA
YBL088C,TEL1,4.814705688,0.19747,0.346906757,NA
YFL010W-A,AUA1,4.84166356,0.19769,0.347184134,NA
YDL081C,RPP1A,4.795521515,0.19789,0.347426225,NA
YFL030W,AGX1,4.706433373,0.198,0.347510204,NA
YJR105W,ADO1,4.672352525,0.1982,0.34775204,NA
YMR296C,LCB1,4.844845167,0.19854,0.348239285,NA
YDR234W,LYS4,4.779201376,0.19871,0.348428137,NA
YKL100C,YKL100C,4.792424763,0.19888,0.34861687,NA
YDR207C,UME6,4.784419256,0.19908,0.348858056,NA
YDR471W,RPL27B,4.804060523,0.19927,0.349081573,NA
YOR360C,PDE2,4.784469539,0.19943,0.349252412,NA
YKL028W,TFA1,4.782460256,0.19965,0.349528187,NA
YGR257C,MTM1,4.769680698,0.19985,0.349567397,NA
YIR026C,YVH1,4.773478053,0.19986,0.349567397,NA
YLR153C,ACS2,4.768862999,0.19977,0.349567397,NA
YFL007W,BLM10,4.796389551,0.20007,0.349715854,NA
YLR271W,YLR271W,4.765966828,0.20006,0.349715854,NA
YIR022W,SEC11,4.782233633,0.20014,0.349728853,NA
YNL062C,GCD10,4.773748014,0.20031,0.349916531,NA
YDR379C-A,YDR379C-A,4.618718413,0.20046,0.350069166,NA
YDR382W,RPP2B,4.775205775,0.20117,0.351199344,NA
YJL108C,PRM10,4.794389982,0.20147,0.351613269,NA
YGL169W,SUA5,4.764226418,0.20154,0.351625655,NA
YNL071W,LAT1,4.785828296,0.20169,0.351777566,NA
YIL065C,FIS1,4.690291866,0.20221,0.352574517,NA
YGR195W,SKI6,4.760950103,0.20275,0.353405831,NA
YDR469W,SDC1,4.762651084,0.20304,0.353800998,NA
YAL036C,RBG1,4.738880229,0.2034,0.354207477,NA
YNR036C,MRPS12,4.751364449,0.20334,0.354207477,NA
YBR016W,YBR016W,4.756032543,0.20359,0.354427935,NA
YHL022C,SPO11,4.741630798,0.20383,0.354735274,NA
YJR094C,IME1,4.764158831,0.20414,0.355164208,NA
YML113W,DAT1,4.736596948,0.20435,0.355412722,NA
YPL174C,NIP100,4.749840037,0.20441,0.355412722,NA
YEL007W,YEL007W,4.735713686,0.20468,0.355771517,NA
YBR058C,UBP14,4.753890914,0.20483,0.355921573,NA
YBR148W,YSW1,4.744254849,0.20495,0.355995651,NA
YNL151C,RPC31,4.736680832,0.205,0.355995651,NA
YDR168W,CDC37,4.731575833,0.20524,0.35622379,NA
YDR510W,SMT3,4.727314216,0.20545,0.35622379,NA
YOR092W,ECM3,4.730692406,0.20539,0.35622379,NA
YGL258W-A,YGL258W-A,4.728424064,0.2053,0.35622379,NA
YMR085W,YMR085W,4.725572701,0.2054,0.35622379,NA
YDR061W,YDR061W,4.748670615,0.20554,0.356269333,NA
YKL023W,YKL023W,4.721260969,0.20571,0.356453472,NA
YGL229C,SAP4,4.759217221,0.20578,0.35646427,NA
YML003W,YML003W,4.738346377,0.20603,0.356786772,NA
YBL078C,ATG8,4.662986718,0.20629,0.356957227,NA
YBR149W,ARA1,4.734208139,0.2063,0.356957227,NA
YDR321W,ASP1,4.736897985,0.20632,0.356957227,NA
YDR341C,YDR341C,4.727692041,0.20644,0.357054332,NA
YDR002W,YRB1,4.722128834,0.20681,0.357324954,NA
YER034W,YER034W,4.719689659,0.20698,0.357324954,NA
YGR218W,CRM1,4.735768972,0.20693,0.357324954,NA
YHL025W,SNF6,4.583775925,0.20668,0.357324954,NA
YJR032W,CPR7,4.72047189,0.20681,0.357324954,NA
YMR181C,YMR181C,4.722262534,0.20691,0.357324954,NA
YDL007W,RPT2,4.732804912,0.20744,0.357898025,NA
YDR243C,PRP28,4.720916011,0.2074,0.357898025,NA
YPL060W,MFM1,4.720760717,0.20774,0.358305029,NA
YDR421W,ARO80,4.660009255,0.20802,0.358677298,NA
YFL034W,YFL034W,4.722548264,0.20849,0.359376842,NA
YBR256C,RIB5,4.720452398,0.20905,0.360231042,NA
YHL032C,GUT1,4.749481021,0.20919,0.360361202,NA
YCR009C,RVS161,4.718165747,0.20971,0.360916949,NA
YIL068C,SEC6,4.712473327,0.20977,0.360916949,NA
YJR132W,NMD5,4.706468281,0.20978,0.360916949,NA
YMR069W,NAT4,4.729191114,0.2099,0.360916949,NA
YPL149W,ATG5,4.777276878,0.20967,0.360916949,NA
YPR098C,YPR098C,4.709660496,0.20984,0.360916949,NA
YHR080C,YHR080C,4.714256683,0.21024,0.361390406,NA
YHR035W,YHR035W,4.703059272,0.21043,0.36160581,NA
YDR001C,NTH1,4.633006269,0.21067,0.361906976,NA
